case,category,prefill,decode,workload,pp,tg,line,phase,n_tokens,route_apply,label,reason,decide_us,apply_us,target
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg16,switch,opencl,cpu,pp256_tg16,256,16,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1153,prefill,256,true,prefill,phase-prefill-route,2,15,"attn=opencl,ffn=opencl,output=opencl"
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1223,decode,1,true,decode,phase-decode-route,6,78,"attn=cpu,ffn=cpu,output=cpu"
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1237,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1240,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1243,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1246,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1249,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1252,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1255,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1258,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1282,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1285,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1288,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1291,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1294,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1297,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1300,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1303,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1306,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1309,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1312,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1315,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1318,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1321,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1324,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg32,switch,opencl,cpu,pp256_tg32,256,32,1327,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1153,prefill,256,true,prefill,phase-prefill-route,2,15,"attn=opencl,ffn=opencl,output=opencl"
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1223,decode,1,true,decode,phase-decode-route,5,83,"attn=cpu,ffn=cpu,output=cpu"
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1237,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1240,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1243,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1246,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1249,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1252,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1255,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1258,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1282,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1285,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1288,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1291,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1294,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1297,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1300,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1303,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1306,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1309,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1312,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1315,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1318,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1321,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1324,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1327,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1330,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1333,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1336,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1339,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1342,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1345,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1348,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1351,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1354,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1357,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1360,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1363,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1366,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1369,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1372,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1375,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1378,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1381,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1384,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1387,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1390,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1393,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1396,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1399,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1402,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1405,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1408,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1411,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1414,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1417,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1420,decode,1,false,,,,,
switch_opencl_to_cpu_pp256_tg64,switch,opencl,cpu,pp256_tg64,256,64,1423,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1153,prefill,512,true,prefill,phase-prefill-route,2,15,"attn=opencl,ffn=opencl,output=opencl"
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1223,decode,1,true,decode,phase-decode-route,5,77,"attn=cpu,ffn=cpu,output=cpu"
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1237,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1240,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1243,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1246,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1249,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1252,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1255,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1258,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg16,switch,opencl,cpu,pp512_tg16,512,16,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1153,prefill,512,true,prefill,phase-prefill-route,2,5,"attn=opencl,ffn=opencl,output=opencl"
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1223,decode,1,true,decode,phase-decode-route,5,114,"attn=cpu,ffn=cpu,output=cpu"
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1237,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1240,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1243,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1246,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1249,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1252,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1255,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1258,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1282,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1285,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1288,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1291,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1294,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1297,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1300,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1303,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1306,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1309,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1312,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1315,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1318,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1321,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1324,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg32,switch,opencl,cpu,pp512_tg32,512,32,1327,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1153,prefill,512,true,prefill,phase-prefill-route,2,15,"attn=opencl,ffn=opencl,output=opencl"
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1223,decode,1,true,decode,phase-decode-route,6,84,"attn=cpu,ffn=cpu,output=cpu"
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1237,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1240,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1243,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1246,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1249,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1252,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1255,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1258,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1261,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1264,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1267,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1270,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1273,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1276,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1279,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1282,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1285,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1288,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1291,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1294,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1297,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1300,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1303,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1306,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1309,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1312,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1315,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1318,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1321,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1324,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1327,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1330,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1333,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1336,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1339,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1342,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1345,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1348,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1351,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1354,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1357,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1360,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1363,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1366,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1369,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1372,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1375,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1378,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1381,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1384,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1387,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1390,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1393,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1396,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1399,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1402,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1405,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1408,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1411,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1414,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1417,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1420,decode,1,false,,,,,
switch_opencl_to_cpu_pp512_tg64,switch,opencl,cpu,pp512_tg64,512,64,1423,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1174,prefill,256,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1383,decode,1,true,decode,phase-decode-route,5,25,"attn=qnn-npu,ffn=qnn-npu,output=qnn-npu"
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1407,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1417,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1427,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1437,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1447,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1457,decode,1,false,,,,,
switch_opencl_to_qnn_pp256_tg16,switch,opencl,qnn-npu,pp256_tg16,256,16,1467,decode,1,false,,,,,
